id,original_language,overview,release_date,title,popularity,vote_average,vote_count,genre,director,year
278,en,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",1994-09-23,The Shawshank Redemption,35.044,8.708,28176,,,1994
238,en,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",1972-03-14,The Godfather,36.304,8.687,21363,"Drama, Crime",Francis Ford Coppola,1972
240,en,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",1974-12-20,The Godfather Part II,17.2441,8.57,12910,"Drama, Crime",Francis Ford Coppola,1974
424,en,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,1993-12-15,Schindler's List,37.549,8.564,16380,"Drama, History, War",Steven Spielberg,1993
389,en,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",1957-04-10,12 Angry Men,17.0033,8.548,9091,Drama,Sidney Lumet,1957
129,ja,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",2001-07-20,Spirited Away,24.2467,8.537,17064,"Animation, Family, Fantasy",Hayao Miyazaki,2001
155,en,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",2008-07-16,The Dark Knight,32.1517,8.519,33752,"Drama, Action, Crime, Thriller",Christopher Nolan,2008
19404,hi,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.",1995-10-20,Dilwale Dulhania Le Jayenge,8.7651,8.516,4483,"Comedy, Drama, Romance",Aditya Chopra,1995
497,en,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",1999-12-10,The Green Mile,37.1617,8.504,18023,"Fantasy, Drama, Crime",Frank Darabont,1999
496243,ko,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",2019-05-30,Parasite,28.365,8.5,18970,"Comedy, Thriller, Drama",Bong Joon Ho,2019
680,en,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",1994-09-10,Pulp Fiction,74.6778,8.489,28593,"Thriller, Crime, Comedy",Quentin Tarantino,1994
372058,ja,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",2016-08-26,Your Name.,23.0236,8.485,11727,"Animation, Romance, Drama",Makoto Shinkai,2016
122,en,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",2003-12-17,The Lord of the Rings: The Return of the King,24.2529,8.483,25000,"Adventure, Fantasy, Action",Peter Jackson,2003
13,en,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",1994-06-23,Forrest Gump,26.9118,8.468,28122,"Comedy, Drama, Romance",Robert Zemeckis,1994
429,it,"While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",1966-12-22,"The Good, the Bad and the Ugly",62.8784,8.463,8947,Western,Sergio Leone,1966
346,ja,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",1954-04-26,Seven Samurai,9.0627,8.5,3873,"Action, Drama",Akira Kurosawa,1954
769,en,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",1990-09-12,GoodFellas,53.0322,8.455,13308,"Drama, Crime",Martin Scorsese,1990
157336,en,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,2014-11-05,Interstellar,46.2595,8.454,36997,"Adventure, Drama, Science Fiction",Christopher Nolan,2014
12477,ja,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",1988-04-16,Grave of the Fireflies,0.0125,8.451,5851,"Animation, Drama, War",Isao Takahata,1988
637,it,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,1997-12-20,Life Is Beautiful,16.9406,8.449,13319,"Comedy, Drama",Roberto Benigni,1997
550,en,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",1999-10-15,Fight Club,34.4291,8.4,30186,"Drama, Thriller",David Fincher,1999
11216,it,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",1988-11-17,Cinema Paradiso,8.5252,8.436,4511,"Drama, Romance",Giuseppe Tornatore,1988
598,pt,"In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood, while José “Zé” Pequeno is an ambitious drug dealer diving into a dangerous life of crime.",2002-08-30,City of God,11.8878,8.429,7603,,,
539,en,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",1960-06-22,Psycho,13.2405,8.423,10318,"Horror, Thriller, Mystery",Alfred Hitchcock,1960
120,en,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",2001-12-18,The Lord of the Rings: The Fellowship of the Ring,27.7183,8.42,25899,"Adventure, Fantasy, Action",Peter Jackson,2001
40096,pt,"The lively João Grilo and the sly Chicó are poor guys living in the hinterland who cheat a bunch of people in a small town in Northeastern Brazil. When they die, they have to be judged by Christ, the Devil and the Virgin Mary before they are admitted to paradise.",2000-09-15,A Dog's Will,3.1182,8.4,1150,"Comedy, Drama, Fantasy, Romance",Guel Arraes,2000
667257,es,"After the death of her abusive husband, Matilde finds her new best friend in Miguel, her young, insecure, and disoriented neighbor.",2021-06-17,Impossible Things,2.9382,8.4,403,"Family, Drama",Ernesto Contreras,2021
14537,ja,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",1962-09-15,Harakiri,3.536,8.4,1063,"Action, Drama, History",Masaki Kobayashi,1962
510,en,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",1975-11-19,One Flew Over the Cuckoo's Nest,18.5782,8.4,10728,,,
696374,en,"An intriguing and sinful exploration of seduction, forbidden love, and redemption, Gabriel's Inferno is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible--forgiveness and love.",2020-05-29,Gabriel's Inferno,4.2453,8.4,2419,"Romance, Drama",Tosca Musk,2020
311,en,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",1984-05-23,Once Upon a Time in America,8.3124,8.408,5583,,,
121,en,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",2002-12-18,The Lord of the Rings: The Two Towers,19.1822,8.404,22509,"Adventure, Fantasy, Action",Peter Jackson,2002
324857,en,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",2018-12-06,Spider-Man: Into the Spider-Verse,19.5843,8.4,16074,"Animation, Action, Adventure, Science Fiction",Bob Persichetti,2018
255709,ko,"After 8-year-old So-won narrowly survives a brutal sexual assault, her family labors to help her heal while coping with their own rage and grief.",2013-10-02,Hope,5.8286,8.397,770,"Animation, Fantasy, Family",Hiroyuki Yano,2013
4935,ja,"Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.",2004-09-09,Howl's Moving Castle,25.9939,8.396,10248,,,
1891,en,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",1980-05-20,The Empire Strikes Back,10.1694,8.4,17339,"Adventure, Action, Science Fiction",Irvin Kershner,1980
378064,ja,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",2016-09-17,A Silent Voice: The Movie,17.4258,8.385,4094,"Animation, Drama, Romance",Naoko Yamada,2016
1356039,es,"When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.",2025-02-27,Counterattack,85.5562,8.383,645,"Action, Adventure, Thriller",Chava Cartas,2025
724089,en,"Professor Gabriel Emerson finally learns the truth about Julia Mitchell's identity, but his realization comes a moment too late. Julia is done waiting for the well-respected Dante specialist to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?",2020-07-31,Gabriel's Inferno: Part II,1.7001,8.4,1521,"Romance, Drama",Tosca Musk,2020
423,en,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",2002-09-17,The Pianist,19.4605,8.379,9479,"Drama, War",Roman Polanski,2002
704264,en,"Genndy Tartakovsky's Primal: Tales of Savagery features a caveman and a dinosaur on the brink of extinction. Bonded by tragedy, this unlikely friendship becomes the only hope of survival.",2019-11-21,Primal: Tales of Savagery,1.6071,8.378,332,"Action, Adventure, Animation, Drama",Genndy Tartakovsky,2019
761053,en,The final part of the film adaption of the erotic romance novel Gabriel's Inferno written by an anonymous Canadian author under the pen name Sylvain Reynard.,2020-11-19,Gabriel's Inferno: Part III,3.7024,8.376,1058,"Romance, Drama",Tosca Musk,2020
1058694,es,"In a Mexican border town plagued by neglect, corruption, and violence, a frustrated teacher tries an unorthodox new method to break through his students’ apathy and unlock their curiosity, their potential... and perhaps even their genius.",2023-10-19,Radical,2.6506,8.375,449,Drama,Christopher Zalla,2023
807,en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",1995-09-22,Se7en,30.3494,8.375,21650,"Crime, Mystery, Thriller",David Fincher,1995
244786,en,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",2014-10-10,Whiplash,18.5844,8.374,15571,"Drama, Music",Damien Chazelle,2014
27205,en,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010-07-15,Inception,29.3442,8.368,37385,"Action, Science Fiction, Adventure",Christopher Nolan,2010
567,en,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,1954-08-01,Rear Window,9.8193,8.353,6669,"Thriller, Mystery",Alfred Hitchcock,1954
770156,en,Second chances start when a hardened criminal crosses paths with a precocious little girl who is helped by an angel to change hearts during the holiday season.,2020-10-19,Lucy Shimmers and the Prince of Peace,4.6972,8.3,304,"Drama, Family",Rob Diamond,2020
620249,zh,"When cat spirit Luo Xiaohei's home is deforested by humans, he must find a new one. He runs into a group of other spirit creatures who take him under their wing with dreams of reconquering the land they say is rightfully theirs. However, they run into a human known as Wuxian who separates Luo Xiaohei from the other spirits and the two go on a journey, with the cat spirit learning to control his abilities as well as forming his own thoughts on whether or not he should ally with the spirits or the humans.",2019-08-27,The Legend of Hei,3.9767,8.345,384,"Animation, Fantasy, Action",MTJJ,2019
274,en,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",1991-02-14,The Silence of the Lambs,5.1527,8.345,16751,"Crime, Thriller, Drama",Jonathan Demme,1991
569094,en,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",2023-05-31,Spider-Man: Across the Spider-Verse,27.4459,8.3,7495,"Animation, Action, Adventure, Science Fiction",Justin K. Thompson,2023
12493,ja,"In the midst of an attempt to take over his company, a powerhouse executive is hit with a huge ransom demand when his chauffeur's son is kidnapped by mistake.",1963-03-01,High and Low,3.0829,8.343,966,"Drama, Crime",Akira Kurosawa,1963
73,en,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",1998-07-01,American History X,13.8998,8.338,11829,Drama,Tony Kaye,1998
128,ja,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",1997-07-12,Princess Mononoke,13.4397,8.329,8301,"Adventure, Fantasy, Animation",Hayao Miyazaki,1997
372754,ja,"Rihito Sajo, an honor student with a perfect score on the entrance exam and Hikaru Kusakabe, in a band and popular among girls, would have never crossed paths. Until one day they started talking at the practice for their school’s upcoming chorus festival. After school, the two meet regularly, as Hikaru helps Rihito to improve his singing skills. While they listen to each other’s voice and harmonize, their hearts start to beat together.",2016-02-20,Dou kyu sei – Classmates,6.65,8.3,401,"Romance, Animation",Shoko Nakamura,2016
1184918,en,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",2024-09-12,The Wild Robot,57.147,8.325,4781,,,
3782,ja,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",1952-10-09,Ikiru,6.035,8.318,1195,Drama,Akira Kurosawa,1952
105,en,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",1985-07-03,Back to the Future,15.3229,8.318,20452,"Adventure, Comedy, Science Fiction",Robert Zemeckis,1985
820067,ja,"When five lovely young girls who hate studying hire part-time tutor Futaro, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches, they set their sights on what’s next. Is there a future with one of them and Futaro?",2022-05-20,The Quintessential Quintuplets Movie,8.1715,8.3,407,"Animation, Comedy, Romance",Masato Jimbo,2022
15804,zh,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",1991-07-27,A Brighter Summer Day,2.0959,8.3,335,,,
101,fr,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",1994-09-14,Léon: The Professional,19.7813,8.302,15159,"Crime, Drama, Action",Luc Besson,1994
207,en,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",1989-06-02,Dead Poets Society,10.4721,8.301,11607,Drama,Peter Weir,1989
10494,ja,"Encouraged by her managers, rising pop star Mima takes on a recurring role on a popular TV show, when suddenly her handlers and collaborators begin turning up murdered.",1998-02-28,Perfect Blue,6.779,8.301,2790,"Animation, Thriller",Satoshi Kon,1998
914,en,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,1940-10-15,The Great Dictator,5.5795,8.298,3439,"Comedy, War",Charlie Chaplin,1940
599,en,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,1950-08-10,Sunset Boulevard,6.3268,8.295,2669,,,1950
652837,ja,"With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.",2020-12-25,"Josee, the Tiger and the Fish",9.2765,8.292,497,"Animation, Drama, Romance",Kotaro Tamura,2020
644479,es,"The film tells the story of Ariel, a 21-year-old who decides to form a rock band to compete for a prize of ten thousand dollars in a musical band contest, this as a last option when trying to get money to save their relationship and reunite with his ex-girlfriend, which breaks due to the trip she must make to Finland for an internship. Ariel with her friend Ortega, decides to make a casting to find the other members of the band, although they do not know nothing about music, thus forming a band with members that have diverse and opposite personalities.",2019-11-01,Dedicated to my ex,1.6381,8.292,506,"Drama, Comedy",Jorge Ulloa,2019
335,it,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",1968-12-21,Once Upon a Time in the West,15.6715,8.3,4495,"Drama, Western",Sergio Leone,1968
3082,en,"A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time..",1936-02-05,Modern Times,3.5685,8.283,3780,"Comedy, Drama, Romance",Charlie Chaplin,1936
632632,ja,"Haruki secretly had feelings for Akihiko for years, but Akihiko was still in a relationship with his roommate, the violinist Ugetsu Murata. Haruki, Akihiko, and Ugetsu's love clashes and starts to move forward.",2020-08-22,Given,6.3319,8.3,398,,,2020
42269,it,"Three partisans bound by a strong friendship return home after the war, but the clash with everyday reality puts a strain on their bond.",1974-12-21,We All Loved Each Other So Much,2.3613,8.278,588,"Drama, Comedy",Ettore Scola,1974
18491,ja,"SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity. An alternate ending to the television series ""Neon Genesis Evangelion"", which aired from 1995 to 1996 and whose final two episodes were controversial for their atypically abstract direction.",1997-07-19,Neon Genesis Evangelion: The End of Evangelion,6.9243,8.3,1672,"Animation, Science Fiction, Drama, Fantasy",Kazuya Tsurumaki,1997
92321,ja,"One hot summer day a little girl gets lost in an enchanted forest of the mountain god where spirits reside. A young boy appears before her, but she cannot touch him for fear of making him disappear. And so a wondrous adventure awaits...",2011-09-17,Hotarubi no Mori e,0.0075,8.277,1141,"Romance, Animation, Fantasy",Takahiro Omori,2011
1585,en,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",1946-12-20,It's a Wonderful Life,31.9714,8.276,4475,,,1946
77338,fr,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,2011-11-02,The Intouchables,16.785,8.272,17563,"Drama, Comedy",Éric Toledano,2011
28,en,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",1979-05-19,Apocalypse Now,10.0738,8.272,8462,"Drama, War",Francis Ford Coppola,1979
901,en,A tramp falls in love with a beautiful blind flower girl. His on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.,1931-02-06,City Lights,3.0074,8.27,2246,"Comedy, Drama, Romance",Charlie Chaplin,1931
1139087,en,"Created for Disney's 100th anniversary, the short features Mickey Mouse corralling a gallery of legendary Disney characters for a group photo.",2023-09-24,Once Upon a Studio,3.6684,8.27,378,"Animation, Family, Fantasy, Comedy",Dan Abraham,2023
533514,ja,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",2020-09-18,Violet Evergarden: The Movie,8.2527,8.268,440,"Animation, Drama, Fantasy, Romance",Taichi Ishidate,2020
975,en,A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,1957-10-25,Paths of Glory,5.4753,8.258,3012,"War, Drama",Stanley Kubrick,1957
637920,tr,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",2019-10-10,Miracle in Cell No. 7,6.5575,8.257,4450,Drama,Mehmet Ada Öztekin,2019
8587,en,"Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.",1994-06-15,The Lion King,29.5382,8.257,18694,"Family, Animation, Drama, Adventure",Roger Allers,1994
10376,it,"The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.",1998-10-28,The Legend of 1900,3.4934,8.255,2298,"Drama, Music",Giuseppe Tornatore,1998
670,ko,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.",2003-11-21,Oldboy,22.6309,8.25,8973,"Drama, Thriller, Mystery, Action",Park Chan-wook,2003
630566,en,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",2020-10-09,Clouds,4.0486,8.249,1016,"Music, Drama, Romance",Justin Baldoni,2020
29259,fr,"Four prison inmates have been hatching a plan to literally dig out of jail when another prisoner, Claude Gaspard, is moved into their cell. They take a risk and share their plan with the newcomer. Over the course of three days, the prisoners and friends break through the concrete floor using a bed post and begin to make their way through the sewer system -- yet their escape is anything but assured.",1960-03-18,Le Trou,3.0174,8.2,503,"Drama, Thriller, Crime",Jacques Becker,1960
572154,ja,"In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.",2019-06-15,Rascal Does Not Dream of a Dreaming Girl,9.4038,8.244,535,"Animation, Romance, Drama, Fantasy",Soichi Masui,2019
568332,en,"Taylor Swift takes the stage in Dallas for the Reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic.",2018-12-31,Taylor Swift: Reputation Stadium Tour,2.562,8.244,401,Music,Paul Dugdale,2018
508965,en,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",2019-11-08,Klaus,8.8641,8.24,4244,"Animation, Family, Adventure, Comedy, Fantasy",Sergio Pablos,2019
447362,en,"A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.",2020-11-27,Life in a Year,6.4318,8.24,1909,"Drama, Romance",Mitja Okorn,2020
527641,en,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",2019-03-14,Five Feet Apart,13.409,8.238,5706,"Romance, Drama",Justin Baldoni,2019
25237,ru,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",1985-10-17,Come and See,6.7965,8.2,1579,"Drama, War",Elem Klimov,1985
504253,ja,"After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.",2018-09-01,I Want to Eat Your Pancreas,12.6036,8.239,1606,"Animation, Drama, Romance",Shinichiro Ushijima,2018
